job_title,company,location,salary,job_description
UX/UI Designer,Oscar Associates (UK) Limited,"Manchester, Greater Manchester",£30000 - £40000 per annum,"Role: UX Designer Location: Manchester 3 days per week in the office city center Salary: Up to £40,000 Skills: Figma, Wireframing, Prototyping, User journeys The Company Oscar Technology have partnered with a reputable Digital agency based in the heart of Manchester who are looking to scale across the UK and Ireland. They value education, honesty and integrity and take pride in creating an enjoyable and vibrant social working culture (free beers on tap!). They have a tight-knit team in place and retain their staff by focusing on personal development and internal growth. The Role This role is a great opportunity for someone with 2 years' experience as a UX Designer who has worked in a fast-paced environment and is looking to join a company that is forecasting huge growth over the course of the next 12 months."
Senior Back End Developer,Forward Role,"Liverpool, Merseyside",£65k - 70k per year,"The North West's top Insurance provider is looking for a Senior Back End Developer specialising in .NET. This is a hands-on senior role responsible for developing and maintaining current and next generation applications. This is an ideal role for someone who is used to working across the full SDLC, is passionate about constant improvement and its application to product development. It is essential that this candidate is able to adapt quickly to a complex environment and learn new concepts quickly, as they will be important in developing and supporting systems. * Motivating a team of developers working on a variety of projects providing technical guidance, managing and reporting progress, time management and code reviews * Working closely with BAs and others to help analyse and shape requirements in order to help produce optimal solutions"
Senior Java Developer,Adria Solutions,"WA1, Warrington","Circa £100,000","Are you an exceptional Senior Java Developer? Do you want to be a part of the most talented Java Development team in the North West? Are you looking for a healthy, high-tech working environment? Adria Solutions has an exciting opportunity for a phenomenal Senior Java Developer to join our well-established client based in Cheshire. * Working in small, cross-functional teams on desktop and enterprise software products * Practice Agile, with pair programming, TDD, obsess over quality, rapid releases, and have frequent team retrospectives * Learn from and share your knowledge with a close-knit group of high-performing individuals * Solve unusual and difficult problems in innovative ways * Excellent working knowledge of core Java * Some knowledge of SQL, REST, and JavaScript"
Senior Software Developer,GA Pet Food Group Limited,"PR7, Chorley",Up to £40 per hour depending on experience and hours worked,"GA Pet Food Partners need someone special. Someone who is passionate about what they do. Someone accomplished in their role, who is able to share their knowledge and expertise with others wanting to learn. This is why we need you on site in our office based in Chorley, Lancashire. We have some amazing young developers who need your guidance, creativity and innovative ideas. In a growing business, with technology and automation at the forefront now, more than ever, we need your skills and experience! Is that someone you? We are looking for a: Senior Software Developer What will you be doing? Based at our Head Office, you will become part of our Systems Development Team. The team performs software development and support functions using a range of technologies and are responsible for ensuring 24/7 availability of the business systems."
Software Development Practice Lead,Expleo Technology,"Preston, Lancashire",Negotiable,"The Practice Lead is a leadership role overseeing all aspects of the delivery of development services and consultancy to our engineering clients. We specialise in industries such as Defence, Marine, Aerospace and Security. We are seeking a candidate with consulting, people and business management experience. We aim to rapidly grow and lead the service and teams in designing, developing, implementing and maintaining technology solutions for our customers. This function focuses on delivering Full Stack Solutions, Engineering programs, Migration programs and Systems Integration. o Support the UK Development Lead developing department business plans, workforce and learning and development plans o Manage resources to ensure we can deliver to the changing needs of clients, including cost control, awareness of margins and ensuring return on investments."
Senior Backend Developer,ECOM Manchester,"Manchester, Greater Manchester",£60k - 75k per year + £1300 Bonus,"Salary up to £75k £1300 Bonus 2 weeks a year work from anywhere Flexible hybrid work The opportunity to support people with cost-of-living crisis Great opportunity for a Senior Backend Developer to join a well-known ecommerce company in Manchester with an amazing culture. They take great pride in working with hundreds of financial providers to help UK households save billions of pounds a year! Alongside talented product managers, designers, and engineers, you'll have the chance to work in a highly collaborative atmosphere to continuously enhance technological platforms and procedures and develop current services. They use pairing, mobbing, TDD, automating anything that moves, releasing to production multiple times a day via their highly automated build pipelines and everyone working hands on across all stages of development."
Software Engineering Manager (£90k + 20% bonus),ECOM Manchester,"Manchester, Greater Manchester",£80k - 90k per year + 20% bonus,"This is a unique opportunity for an Engineering Manager to join one of Manchester's best-known ecommerce scale-ups. The company have the backing of a FTSE 250 business and launched to the public late 2020 with a full UK wide TV advertising campaign. As an Engineering Manager, you'd become part of the leadership team and would be responsible for looking after people, not technology. You'd work alongside other Engineering Managers, Tech Leads, Product Owners and Delivery Managers to provide a rewarding working environment for your software engineers, ensuring they maintain a sustainable work/life balance and have a psychologically safe environment in which to innovate and grow."
SAP B1 Technical Consultant,Chroma Recruitment Ltd,"Spring Gardens, M2",£45000 - £65000 per annum,"SAP Business One Technical Consultant Remote/Occasional Travel £45,000 - £65,000 per annum (DOE) Chroma Recruitment are working with growing SAP Business One Consultancy based in the NW who are looking for a Technical Consultant to join their team. The business has acquired a number of new clients in the last 12 months and are looking for an experienced technical Manager to join their team. This is an opportunity to take you career to the next level by joining a recognised company specialising in SAP Business One implementation in the UK. This growing business is looking for a SAP Business One Technical Consultant to deliver to provide solutions and improvements to their clients. You will be working with team in a fast-paced environment to provide ERP solutions to a variety of customers. * Pre/post - implementation consultation with our clients"
Solutions Architect,Adria Solutions,"M1, Manchester",£75 -£85K + Bonus,"Solution Architect 100% Remote Our clientis currently looking for a skilled Solutions Architect withC# and.NETexperience on a permanent basis. You will be helping our client to define how technology should and will be used to satisfy the objectives of the group. The Solution Architect will work with the Head of Architecture, Business Services, and Technical products to help develop the business requirement and to specify the technology solution in the form of Design Documentation, Use Cases, and other specifications. * Assisting in the definition of the Enterprise Architecture and focus product strategy * Ensure solutions support the architectural direction of the group's technology and the focus product strategy"
BMS Controls Engineer,DAMICOR LIMITED,"HD1, Huddersfield","Up to £50,000 per annum plus overtime and great package","A fantastic opportunity has arisen for a BMS Controls Engineer to work for a leading supplier in this industry. This is a great opportunity to be part of the continued plan to drive down energy usage and help reach the Zero carbon goal. Salary Up to £50,000 basic + Great package + Vehicle Location base You can be based anywhere around Huddersfield, down to the Midlands Skilled required for the job BMS Controls Engineer Mobile role carrying out PPMs, remedial and commissioning work. Ideally you will be electrically biased, with a good understanding of Trend, Tridium or Niagara controls Identifying opportunities for improvement and remedial works that will improve the performance of the BMS Carryout surveys, proposals and quoting of small / remedial works as required"
Digital (BIM) Technician,Mott MacDonald,"Altrincham, Cheshire",Competitive,"Job Description Do you want to work for a company whose purpose is to improve society by considering social outcomes, and to transform businesses, communities, and opportunities for its employees? Mott MacDonald is a global consultancy whose people do exactly that. About us The Energy unit delivers services to clients globally across a number of sectors including hydropower, nuclear, defence, waste, renewable generation and transmission & distribution networks. Together we provide integrated engineering and project management services across the project lifecycle from concept and design, to construction and operations, to decommissioning or repowering and life extension. Together with our clients, were helping to deliver the energy transition globally. About the role"
Digital (BIM) Coordinator,Mott MacDonald,"Altrincham, Cheshire",Competitive,"Job Description Do you want to work for a company whose purpose is to improve society by considering social outcomes, and to transform businesses, communities, and opportunities for its employees? Mott MacDonald is a global consultancy whose people do exactly that. About usWere looking for a highly motivated individual to become a Digital Rehearsal Coordinator to support our team on a major UK programme of work. This long-term and complex project promises to be motivating and challenging. It presents an excellent opportunity for the right person to become a key part of our team and an integral part of successful project delivery. As a Digital Rehearsal Coordinator, you will be working with multiple parties to enable Digital Rehearsal services across the programme."
Women in Java,Sparta Global Limited,"Ancoats, M1 1DW","£24000 - £29000 per annum + Training, Health Care, Pension, Bonus!","Our aim is simple, we want to increase gender equality within the Tech industry. Did you know that 50% of workers in the labour market are women but in tech it's only half that at 26%. Would you like to help us change it? Sparta is making an impact within the tech industry for a more equitable future and we would like you to join our award-winning organisation. Who are we? We employ people from all backgrounds and give them careers within technology, working with eager and enthusiastic individuals to give them the skills for success within the public and private sectors. We design careers, coach future leaders, and promote a more diverse and equal landscape with our work garnering over 10 awards across L&D and ED&I. We are a Top 20 Employer for Social Mobility and very proud to say BCorp certified. Why should you consider a career in Tech?"
Women in Data,Sparta Global Limited,"Ancoats, M1 1DW","£24000 - £29000 per annum + Training, Health Care, Pension, Bonus!","Our aim is simple, we want to increase gender equality within the Tech industry. Did you know that 50% of workers in the labour market are women but in tech it's only half that at 26%. Would you like to help us change it? Sparta is making an impact within the tech industry for a more equitable future and we would like you to join our award-winning organisation. Who are we? We employ people from all backgrounds and give them careers within technology, working with eager and enthusiastic individuals to give them the skills for success within the public and private sectors. We design careers, coach future leaders, and promote a more diverse and equal landscape with our work garnering over 10 awards across L&D and ED&I. We are a Top 20 Employer for Social Mobility and very proud to say BCorp certified. Why should you consider a career in Tech?"
Senior Java Developer,Chroma Recruitment Ltd,"M2, Manchester",£50000 - £70000 per annum,Chroma are currently recruiting for a Senior Java Developer to join a market leading Fintech company based in Manchester on a permanent basis. They are fortunate enough to have grown their business during a global pandemic and have onboarded over 70 new recruits in the past 18 months. They work remote and the teams generally meet up once a month when they need to for a real reason (ie new piece of work) In this role you will be an active member of a Scrum Team to develop their latest version of their market leading software. Development has around 50 developers and you will work in a smaller Scrum Team of around 10 working end to end on various projects. The company doesnt have a dedicated DevOps team so you get a chance to get involved in working with the cloud and training will be provided.
Lead .NET Developer,Adria Solutions,"M1, Manchester",Circa £70K,"On behalf of our rapidly growing client based in Manchester, we are recruiting two talented Lead .NET Developers. As Lead .NETDeveloper, you will report directly to the Development Manager and undertake software development on our clients core products working within Agile methodology. * Develop software and core products * Work actively with the development team, Test team, Product Owners, and others to ensure the best possible quality. Inclusive of verbal and written communication * Take part in Scrum Ceremonies such as Planning and Estimation meetings, Retrospectives, and morning stand-ups. * C#, Asp.Net, JavaScript / TypeScript, T-SQL, Sass, HTML, VueJS, or knowledge of any similar frameworks * Experience utilizing software methodologies including SOLID Principals, Test Driven Development (TDD), Agile Scrum, Continuous Integration"
UX/UI Designer,Adria Solutions,"M1, Manchester",Up to £55000,"On behalf of our well-established client based in South Manchester, we are recruiting for a talented UX/UI Designer. As UI/UI Designer, youll work with stakeholders across the business to create and deliver user-centred designs and experiences on company websites and connected digital platforms. * Deliver effective design assets such as prototypes, high-fidelity designs, personas, user flows, and wireframes to support business deliverables * Set and maintain the design standards for all digital experiences, whether delivered internally or via external parties * Understand and advocate for the user, and design accessible products and services to meet their needs * Plan and run design workshops and present your work back to business stakeholders * Balance business rules and constraints with a user-centric approach"
Senior UX / UI Designer,Adria Solutions,"M1, Manchester",Up to £60K,"On behalf of our market-leading client, we are recruiting a talented UXDesigner. As UXDesigner, you will guide the product and development teams to design new, and existing products in a consistent, user-friendly manner. * Designing user interfaces to maximize the user experience while understanding technical enablers and constraints * Creating wireframes and prototypes to share ideas with both internal teams and clients to support the user stories used to develop our software * Supporting product and development staff with insights into user experience best practices combined with an understanding of how our clientcan helpusers work more effectively * User research to understand how our users interact with our products this could be from numerous sources ranging from on-site visits to data analytics tools"
Senior UX/UI Designer,Applause IT Limited,"Manchester, Greater Manchester",£90000 - £110000 per annum,"Role: UX/UI Designer Salary: £90,000 - £120,000 Role Type: Permanent Location: Manchester The company Applause IT are looking for a UX/UI Designer to join this global leader in the cybersecurity sector. This UX/UI Designer will be working on the design of their cutting-edge software which is used by over 50,000 customers in 150 countries. You will have the capability of working on a flexible basis, starting anywhere between 8:00-09:30, along with private healthcare (covering family members) and a generous share option scheme. Alongside a generous salary package, this UX/UI designer will be a part of a fun group of people from a diverse range of backgrounds, who pull together to produce amazing outcomes for their customers. What makes this company stand out?"
Business Analysis Apprentice,QA Consulting,"Castlefield, M3 3HF",£22000 per year,"Employer description Pershingprovides a broad range of financial business solutions to investment banks, broker-dealers, wealth managers, financial planners and advisers across. For almost 85 years, BNY Mellon's Pershing has been recognized as a Wall Street innovator. From the early days on the floor of the NYSE to the award-winning technology they provide today, they have earned a reputation for thinking aheadand staying ahead of the marketplace. We are now looking for an eager candidate to join us as a Business Analyst apprentice. Analyses defines the business requirements and functional or operational architecture for simple or moderately complex projects. Formulates and defines system scope and objectives by thoroughly understanding business processes. £22,000 per annum."
Business Analysis Apprentice,QA Ltd,"Castlefield, M3 3HF",£22000 per year,"Employer description Pershingprovides a broad range of financial business solutions to investment banks, broker-dealers, wealth managers, financial planners and advisers across. For almost 85 years, BNY Mellon's Pershing has been recognized as a Wall Street innovator. From the early days on the floor of the NYSE to the award-winning technology they provide today, they have earned a reputation for thinking aheadand staying ahead of the marketplace. We are now looking for an eager candidate to join us as a Business Analyst apprentice. Analyses defines the business requirements and functional or operational architecture for simple or moderately complex projects. Formulates and defines system scope and objectives by thoroughly understanding business processes. £22,000 per annum."
Senior Developer - Remote,Oscar Associates (UK) Limited,"Manchester, Greater Manchester","£55000 - £55001 per annum + Remote work, Flexible working","PHP, JavaScript ES5/6, Laravel, Lumen, AWS, Docker £55,000 + benefits This is a brand-new opportunity for a Senior Developer to join an E-Commerce development team operating within the energy sector. This is a remote-first role which will involve projects at grassroots level and setting up an ecosystem from scratch. The role As the Senior Developer you will play a key role in a digital transformation project for the business. You will work closely alongside the Tech Lead and Junior Developers to build an ecommerce platform from the ground up. As the new product builds and grows, you will have the opportunity to assist with the growth and hiring processes of the development team. * PHP, Laravel, Lumen * JavaScript * Design Patterns * AWS * Docker, Kubernetes * PHPUnit The Company"
Principal Design Electrical Engineer - HV Substation & Infrastructure - Middle East Projects (UK wide),AECOM,"Manchester, Greater Manchester",Competitive,"Company Description At AECOM, were delivering a better world. We believe infrastructure creates opportunity for everyone. Whether its improving your commute, keeping the lights on, providing access to clean water or transforming skylines, our work helps people and communities thrive. Our clients trust us to bring together the best people, ideas, technical expertise and digital solutions to our work in transportation, buildings, water, the environment and new energy. Were one global team 47,000 strong driven by a common purpose to deliver a better world. Job Description AECOM is recruiting for Principal Engineer to join our UK Transmission and Distribution (T&D) department."
Dynamics 365 Developer - Manchester - £50k- £63k,DGH Recruitment Ltd,"Manchester, Greater Manchester",£50000 - £63000 per annum,"** 1 - 2 days per week in office** My prestigious client requires a Dynamics 365 Developer to join their team on hybrid basis to support their large transformation programme. This is a fantastic opportunity for someone who has a strong design, technical delivery skill and able to communicate at all business levels. * Strong understanding of configuring Dynamics 365 (particularly CRM / Customer Engagement, Sales, Power Portals, Marketing and Customer Voice) * Power Platform, including Microsoft Power Apps & Power Automate * Experience of customising D365 would be advantageous. * Skills using .Net XRM toolset, JavaScript, Workflows and Plugins advantageous. * Working knowledge of DevOps and CI/CD principles and practices, ideally based on AzureDevOps pipeline"
Senior Systems Engineer,BBC,"Salford, Greater Manchester",Competitive Salary + Benefits,"Job Introduction About Broadcast and End-User Technology Broadcast and End-User Technology is one of the four delivery departments within Technology Group, responsible for the specification, design, and provision of the technology which BBC colleagues use every day to undertake their jobs. Our responsibilities are truly end-to-end, from end-user tools and experience, through content creation, studios, newsroom technology systems, to channel assembly and playout. We design and develop the media creation tools, the systems that support commissioning and scheduling and maintain our metadata, and the computers, networks, and remote access technologies which are used by everyone across the organisation. We aim to deliver the best possible experience for all audiences and strive to provide technology excellence for our production colleagues."
Temporary Works Engineer,Morson Talent,"Civic Centre, M22 5TG",£45 per hour + £45.00 Per Hour Ltd,"This position is pre determined as outside of IR35 and can be worked remotely or on a Hybrid Basis. Working with minimal supervision or guidance, the fundamental requirement of this role is to deliver temporary works designs for projects across a range of sectors, including rail, water and highways. Minimum BEng Civil or Structural Engineering Must be chartered or near chartered with ICE or IStructE Must have experience as a Civil/Structural Engineer with Temporary Works Design experience Must be competent in temporary works design including (but not exclusively): earthwork stability, retaining structures, formwork, working platforms, scaffolding. Must be competent in engineering software, including CAD. Experience of Network Rail, Highways England standards and works specifications (DMRB, MCHW) Experience of Projectwise highly desirable"
Web Portal Business Analyst,Interquest Group,"Manchester, Greater Manchester",£680 - 700 per day,"My client is a leading global Investment Management business looking to hire a problem solving Web Portal Business Analyst, who will work alongside the Business Owner and wider portal stakeholders with a focus on ensuring the portals are maintained and secured. Alongside the maintenance and security of the current portals, the business is developing a vision and a strategy for the future of client portals and the Web Portal Business Analyst will assist in the commencement and early stages of this journey. Lastly, the incumbent will be assisting the 3rd party vendor effort as well as working on migrating and rolling-out the backlog. * Support the build of a product backlog and manage the deliverables using Insight tools (Jira and Confluence). * Help drive MVP portal launch and subsequent roll out and migration."
Lead Front-end Developer,Project Simply,"Ancoats, M1 1JF","£50k - 60k per year + Profit share, Hybrid working","A Lead Front-end Developer is needed to join the team at Project Simply in Manchester. We help create brands, websites and digital experiences, crafted with love, intelligence, precision and creativity, working with festivals, venues and cool destinations that need to engage users through well considered, wonderful UX and UI. This role is a dream role for a lead front-end developer looking for an exciting opportunity to work in the sector they love. We’re a small, enthusiastic team, growing an agency and product that we adore, for clients we love. The work we do is exciting and very creative, so you’ll get the opportunity to work alongside some of the most innovative and creatively minded businesses on the planet. Initial Goals You will be tasked with helping shape the development landscape for the agency and all client work."
Senior Web/Cloud Developer,Talent Recruitment Group Ltd,"M2, Manchester","From £55,000 to £65,000 per annum","Talent Recruitment are currently partnered with an exciting Mobile & Web Application development company who are transitioning into an exciting time of their journey as they look to further expand. They are a privately owned, close knit team of around 30 people, 20 of which are techies. Due to expansion they are now looking to recruit a Senior Web/Cloud Developer to the team. Their office is based in central Manchester however the role is hybrid so you are only asked to come into the office 1-2 days per week to keep up the team comradery, usually on a Tuesday and Thursday (flexible). The company offers up some outstanding benefits including Annual Bonuses, Health & Life Insurance Plans, Charity/Voluntary Leave & up to 10% employer pension contribution. Essential skills - Solid experience with - Source control - Areas of software"
Full Stack .NET Developer,In Technology Group Limited,"Manchester, Greater Manchester",£300 - £400 per day,"Professional Services Manchester We are looking for an experienced Full Stack .NET Developer to join a professional services company in Manchester. This is a great opportunity for someone with a passion for developing and who has a keen eye for detail. You will be responsible for developing, maintaining and supporting various applications and services. You will be responsible for ensuring that applications are built with the best practices in mind, and that they meet the required levels of quality. You will also be responsible for providing technical support, troubleshooting and resolving issues. * Experience in developing web and mobile applications in .NET * JSON * Knowledge of object-oriented programming and design patterns * Experience with SQL databases * Knowledge of HTML, CSS and JavaScript * Experience with Agile software development"
Android Developer,KO2 Embedded Recruitment Solutions LTD,"Knott Mill, M1 6FU",£55000 - £65000 per annum,"Role: Android Developer Salary: £55,000 - £65,000 Location of Office: Manchester Location of work: Hybrid. On average 2 days a week onsite The role: KO2's client are a medical device business that produce a handheld medical device which is receiving extremely positive press about their devices globally and this saw a big bump in share price, where they are listed on the AIM. The business are now closely aligned with supporting the NHS with their devices which shows the confidence in the device. This device is an Android app which was written in Kotlin and is currently on Android 5.0 and 11. The companies tag line is that it has the ability to change lives through rapid access to the benefits of molecular diagnostics."
"Traffic Civil Engineering Apprentice, Liverpool",AECOM,"Liverpool, Merseyside",Competitive,"Company Description We will give you the flexibility you need to do your best work with hybrid work options. Whether youre working from an AECOM office, remote location or at a client site, you will be working in a dynamic environment where your integrity, entrepreneurial spirit and pioneering mindset are championed. You will help us foster a culture of equity, diversity and inclusion a safe and respectful workplace, where we invite everyone to bring their whole selves to work using their unique talents, backgrounds and expertise to create transformational outcomes for our clients. We will encourage you to grow and develop your career with us through our technical and professional development programs and diverse career opportunities. We believe in leadership at all levels."
Senior Microsoft .NET Full Stack Developer,Cisco,"Macclesfield, Cheshire",Competitive,"What You'll Do * Design, build and maintain efficient, reusable, and reliable code during development of product features across a large multi-channel communication platform. * Maintain code quality across the team by performing thorough peer code reviews. * System architecture design and documentation of features. * Maintenance and shared 3rd line support of existing products. Collaborating with the team to identify, prioritise and co-ordinate the execution of tasks within the team for optimal delivery. * Mentor other members of the team and provide technical direction around approaches and Agile processes. * Feedback any training requirements for team members and support on training plans for junior and medium level developers. * esearch and discover modern technologies to discuss with peers for application across the team."
Senior Java Developer,Erin Associates,"PR7, Chorley",Competitive salary and excellent benefits,"Agile, JSP, MVC, HTML, JQUERY, Tomcat, TDD This well-established software solutions provider are looking to add a Java developer to join their talented development team based in Lancashire. This diverse role will involve working in an agile environment on high performing, scalable, enterprise grade applications. The successful developer will be responsible for Java development while providing expertise in the full software development lifecycle in both local and hosted environments. * Spring * Maven * JUnit * JQuery * Hibernate * Tomcat * HTML/ CSS/ JQuery * SQL * Agile Ideally you will have a minimum 2:1 Degree in Computer/IT related discipline and 5 + years Java development experience and will be joining a team of Java/ JEE developers in a vibrant and rewarding environment where your technical input will be integral to the technological advancement of the team."
Senior UX/UI Designer,Applause IT Limited,"Manchester, Greater Manchester",£90000 - £110000 per annum,"Role: UX/UI Designer Salary: £90,000 - £110,000 Role Type: Permanent Location: Remote The company Applause IT are looking for a UX/UI Designer to join this global leader in the cybersecurity sector. This UX/UI Designer will be working on the design of their cutting-edge software which is used by over 50,000 customers in 150 countries. You will have the capability of working on a flexible basis, starting anywhere between 8:00-09:30, along with private healthcare (covering family members) and a generous share option scheme. Alongside a generous salary package, this UX/UI designer will be a part of a fun group of people from a diverse range of backgrounds, who pull together to produce amazing outcomes for their customers. What makes this company stand out?"
Senior Java Developer - Global Technology Company,Applause IT Limited,"CW2, Crewe, cw2 7ht",£55000 - £60000 per annum + 10% bonus,"Senior Java Developer - Java, Spring, Spring Boot, Hibernate, AWS Crewe / Hybrid working - £55,000 - £60,000 + 10% bonus Applause IT are recruiting for a Senior Java Developer to join a well-established global technology company who build transformative solutions. This forward-thinking business deliver best-in-class sustainable mobility, connectivity and technology solutions to businesses of all sizes. We are looking for a Java Developer with experience of back-end development using Spring, Spring Boot and Hibernate to help develop the internal CRM system. You will have the opportunity to take responsibility of your work and ensure quality delivery of software. * Core Java (Java 8 and beyond) experience * Experience with open-source frameworks e.g., Spring, Spring Boot, Hibernate * Experience developing REST-based applications * Excellent SQL skills"
Domestic Appliance Engineer - Huddersfield,Pacifica,"HD1, Huddersfield","25,000 to 50,000 per year","Pacifica is one of the UKs largest providers of outsourced support and repair of domestic appliances. Employing over 250 fully qualified engineers, repairing over 350,000 appliance repairs every year, creating a sustainable future. As a Carbon Neutral Company, our goal is to reach net-zero carbon by 2035. Our Purpose; We exist to keep households running while protecting the environment. Our Vision; We are proud to care for our customers appliances for a more sustainable world. About the role As an experienced field based domestic appliance engineer, you will be provided with the tools to win and succeed. Our field community of employed engineers are there to share best practices and to feel part of a team, creating and delivering service excellence for every customer."
Project Consultant (1-2 years project experience),EA Consulting Group Ltd,"Manchester, Greater Manchester",£30000 - £35000 per annum + + benefits,"Summary Do you have 1 to 2 years experience working as a PMO, Junior Project Manager, or a Business Analyst and looking to get into getting broader experience and training in a forward-thinking modern consultancy? Here at ea Change, we have hired, developed and deployed various individuals from graduates to senior Change & IT professionals. We have various clients who are looking to bring through bright and enthusiastic individuals with exceptional soft skills and a year or two of project experience via our ea Futures Programme. About ea Futures ea Futures is our way of developing the next generation of leaders within the Change & IT space. We hire people as Project Consultants and deploy them onsite on our clients projects in roles such as Project Management, Business Analysis, PMO Analysis, Automation, and Software Engineering."
Tech Lead KnownOrigin,eBay,"Manchester, Greater Manchester",Competitive + Benefits,"Looking for a company that inspires passion, courage and creativity, where you can be on the team shaping the future of global commerce? Want to shape how millions of people buy, sell, connect, and share around the world? If you're interested in joining a purpose driven community that is dedicated to crafting an ambitious and inclusive work environment, join eBay - a company you can be proud to be with. eBay Inc. (Nasdaq: EBAY), a global commerce leader that connects millions of sellers and buyers around the world, and KnownOrigin, one of the most innovative non-fungible token (NFT) marketplaces, announced in June 2022 that eBay has acquired KnownOrigin. KnownOrigin's technology and platform provides artists a place to create unique, authentic, digital collectables, in the form of NFTs."
Head of Technology,TLA,"Liverpool, Merseyside",£80-90k (DOE) + bonus.,"Are you ready to fuel your career in a dynamic, thriving environment, working alongside a tight-knit, ambitious team passionate about making a difference? Join TLA, an award winning automotive marketing company with a proven track record of partnering with all major UK auto brands like Volkswagen, BMW, and Ford. We support the automotive industry by driving new car sales through our innovative martech solutions that engage incremental audiences. At TLA, we operate at the forefront of technology, data, and digital marketing, inventing and developing innovative martech solutions explicitly tailored for auto brands. Our unique suite of systems includes marketing and advertising platforms, websites, and a data processing and distribution platform that validates and delivers customers to major brands."
Domestic Appliance Engineer - Huddersfield,Pacifica,"HD1, Huddersfield","25,000 to 50,000 per year","Pacifica is one of the UKs largest providers of outsourced support and repair of domestic appliances. Employing over 250 fully qualified engineers, repairing over 350,000 appliance repairs every year, creating a sustainable future. As a Carbon Neutral Company, our goal is to reach net-zero carbon by 2035. Our Purpose; We exist to keep households running while protecting the environment. Our Vision; We are proud to care for our customers appliances for a more sustainable world. About the role As an experienced field based domestic appliance engineer, you will be provided with the tools to win and succeed. Our field community of employed engineers are there to share best practices and to feel part of a team, creating and delivering service excellence for every customer."
ServiceNow Consultant,Sopra Steria Limited,UK,"Up to £80,000 per annum","Are you an experienced Consultant well versed with the ServiceNow landscape interested in a new role? Sopra Sterias Government and Transport sector are currently growing out there ServiceNow capability to keep up with an increase in demand and so are recruiting for a ServiceNow consultant to help with the design, development, and implementation of ServiceNow solutions for a wide range of customers. The Consultant role will see you defining ServiceNow solutions and tailoring them to fit client requirements, this could range from CSM/CRM solutions, ITSM implementations, ITOM engagements or bespoke application development using the ServiceNow platform. To be successful in this role applicants should be experiences in providing pre-sales support including solution shaping, estimating, and resource planning."
Control Systems Engineer,Chroma Recruitment Ltd,"James Street Ind Est, BL5","From £50,000 to £60,000 per annum Hybrid working, Excellent benefits","This thriving engineering business in Westhoughton are looking to recruit a talentedElectrical ControlsEngineerto design and implement a rangeof complexControl & Automation systems The role of Electrical Controls Engineer will involve a healthy blend of both PLC/HMI software and electrical hardware design. You will be involved on projects from concept to completion including client liaison, documentation, design & development, project engineering, test & validation commissioning etc. This is an excellent opportunity for an proven Control Systems Engineer with electrical hardware knowledge to work for a forward-thinking company offering interesting work, hybrid working and a highly competitive remuneration package. * Degree or HND/C level in Engineering, Computing (or similar) * Significant experience in similar position"
React Developer,Oscar Associates (UK) Limited,"Chorley, Lancashire",£35000 - £50000 per annum + 25 days holiday,"A React Developer is required to join a SaaS business in Renewable Energy based in Chorley, Lancashire. You will be contributing to pioneering software with the common purpose of reducing carbon emissions and helping to protect our planet. You will be developing a cutting edge, SaaS enterprise application in React, alongside some of the industries finest software developers, in a collaborative and Agile way, to ensure the highest quality solution. As React Developer, you will be responsible for developing the user interface and will have the opportunity to design architecture and select tools, to reach development objectives in line with the future road map. * ReactNative - advantageous * HTML5, CSS3 * LESS, SASS * UX/ UI Development A forward thinking company on an impactful mission."
Senior Functional Consultant D365 CE & Power Platform,AWD online,"M4, Manchester",Competitive + Excellent Benefits,"SALARY: Competitive + Excellent Benefits LOCATION: Remote or Flexible hybrid home and office working (office locations include London, Manchester, Glasgow and Aberdeen) JOB TYPE: Full-Time, Permanent We have a fantastic new job opportunity for a Senior Functional Consultant (D365 CE & Power Platform) with a passion for technology and a significant track record in Dynamics CRM/D365 application consultancy. Working as a Senior Functional Consultant (D365 CE & Power Platform) you will be a key member of the Power Platform and Automation practice, working with a strong team on significant projects and initiatives across the companys customer base."
IT Support 12 mth FTC (30-35K+10% Bonus) - Blackburn/Hybrid,Circle Group,"Blackburn, Lancashire",£30000 - £35000 per annum + 10% Bonus and WFH,"IT Support 12 month FTC (30-35K + 10% Bonus) - Blackburn / Hybrid Keywords: IT Support Engineer, IT Support Specialist, IT Support Analyst, IT Technician, Helpdesk Engineer, Service Desk Analyst, Windows, Mac, Excel, Microsoft, ERP Systems, Software Development, Ecommerce, Logistics, Solutions, API, Webservices I'm working with a Global Solutions Provider, looking for an IT Support Specialist on a 12 month FTC basis, with a high chance of going permanent after this. The company has huge plans to grow over the coming years, making this a great time to join and be a part of their journey. The position will be mainly providing 1st and 2nd line support to the wider franchisees, escalating higher where needed."
"Project Test Lead / Up to £55,000",Corecom Consulting,"Manchester, Greater Manchester",£50000 - £55000 per annum,"Are you an accomplished Project Test Lead with a passion for working on exciting projects, applications and products? We are working with a leading company in the gaming field who is looking to meet dynamic and driven individuals to join their team in Manchester. Our client is committed to offering a flexible working environment with a hybrid working from home policy. * Designing tests for gaming products, present reports on progress. * Ensuring work meets quality standards and specifications. * Analysing requirements, understand business and technical needs. * Creating top-notch test artefacts within tight deadlines, aligned with project goals. * Fostering effective communication, participate in meetings, provide updates. * Mentoring and coach testing team, guide to reach potential. * Building partnerships with Project Test Leads, foster collaboration."
